config,label,use_tabu,use_prs,SA_COOLING,SA_PAPER,SA_REDU,TABU_TENURE,SUB_IT,PRS_EVERY_ITER,PRS_SUB_IT,PRS_ALPHA,PRS_MOVE_MIN_FRAC,PRS_MOVE_MAX_FRAC,seed,z_cost,total_penalty,objective,shortage,import_dep,service_rate,local_prod,elapsed_seconds,worst_shortage_prov,worst_shortage_month,worst_shortage_val,mean_destruction_scale,min_destruction_scale,max_destruction_scale,std_destruction_scale,shortage_m01,shortage_m02,shortage_m03,shortage_m04,shortage_m05,shortage_m06,shortage_m07,shortage_m08,shortage_m09,shortage_m10,shortage_m11,shortage_m12,d_destroy_random_temporal,d_destroy_cost_based,d_destroy_shortage_based,d_destroy_geographic,d_destroy_bottleneck_port,d_destroy_relatedness,r_repair_greedy,r_repair_regret,r_repair_balanced,r_repair_transfer_focused,d_w_destroy_random_temporal,d_w_destroy_cost_based,d_w_destroy_shortage_based,d_w_destroy_geographic,d_w_destroy_bottleneck_port,d_w_destroy_relatedness,r_w_repair_greedy,r_w_repair_regret,r_w_repair_balanced,r_w_repair_transfer_focused
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,24,23463453533307.94,3417239215992.9287,26880692749300.867,9.094947017729282e-13,0.90435111043179,1.0,237248.88876080132,25.723557999823242,9,0,9.094947017729282e-13,0.22273398523151594,0.010964912280701754,0.34957691832834925,0.08146575970835923,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,55,106,92,58,102,173,97,106,124,0.186504,0.100001,0.107752,0.100087,0.1,0.106697,0.173466,0.100021,0.100001,0.100001
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,25,23648106609915.066,2398808826195.5977,26046915436110.664,0.0,0.9042007813895383,1.0,239205.73317219564,23.827790000010282,0,0,0.0,0.22216873966291192,0.010964912280701754,0.34956596509028776,0.07998214764875924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,60,111,77,66,79,204,102,112,82,0.131474,0.1,0.23525,0.114455,0.1,0.103156,0.238586,0.1,0.102817,0.100001
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,26,23420821017292.727,2102492562024.9404,25523313579317.668,0.0,0.9037511895022127,1.0,238208.66181332903,24.353431499795988,0,0,0.0,0.22140975392600576,0.010964912280701754,0.3494749397028075,0.08691190431574794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,68,114,92,54,91,189,98,105,108,0.100109,0.1,0.225414,0.107753,0.1,0.161336,0.173817,0.100891,0.128587,0.100001
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,27,23279260648099.47,1430967646619.8584,24710228294719.33,2.2737367544323206e-13,0.9028714155360162,1.0,239077.14541666667,30.866426299791783,9,0,2.2737367544323206e-13,0.21346687532289582,0.010964912280701754,0.3497489906961251,0.08955826824123364,2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,80,102,76,68,75,199,93,105,103,0.132374,0.1,0.179293,0.100212,0.1,0.116239,0.147671,0.1,0.100003,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,28,23961679016420.84,2924585148601.8457,26886264165022.688,0.0,0.9046673421242358,1.0,240946.59140810888,27.774666500044987,0,0,0.0,0.23043954752484083,0.010964912280701754,0.34961465962777893,0.0791272703266485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,59,96,88,57,100,197,81,118,104,0.126565,0.1,0.146432,0.225178,0.1,0.105643,0.256031,0.1,0.10001,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,29,23428745413932.117,1953506167975.4646,25382251581907.58,0.0,0.904983365527042,1.0,235158.3000416667,25.61292099999264,0,0,0.0,0.219118446052586,0.010964912280701754,0.34885974475486914,0.0877181201912833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,71,112,82,65,79,186,92,121,101,0.112918,0.1,0.169216,0.140843,0.1,0.108966,0.142413,0.1,0.100131,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,30,23863840389060.918,2596547794389.3154,26460388183450.234,0.0,0.9047919374843506,1.0,239648.8687911909,37.128024799982086,0,0,0.0,0.2283800540998518,0.010964912280701754,0.34956119930266194,0.08233627107326356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,78,98,87,52,90,171,96,118,115,0.163887,0.1,0.102116,0.100218,0.1,0.156498,0.134527,0.100004,0.10002,0.100001
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,31,24809178636978.562,4641553889917.201,29450732526895.766,0.0,0.9080343100397417,1.0,240928.7372728916,44.534737799782306,0,0,0.0,0.2051494983549163,0.010964912280701754,0.3492368579106935,0.09666802146884837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,69,107,92,66,92,156,117,111,116,0.103067,0.1,0.101201,0.102696,0.1,0.100041,0.100422,0.100172,0.100005,0.100037
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,32,23838322623602.37,1760446970866.2056,25598769594468.574,0.0,0.9042534035721805,1.0,240589.6182628428,31.19943040004,0,0,0.0,0.2055618750420002,0.010964912280701754,0.3491280408166424,0.09604999167974854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,70,120,70,67,88,138,107,120,135,0.122759,0.1,0.127227,0.139553,0.1,0.112243,0.141326,0.1,0.1,0.109387
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,33,24176171143662.965,2848139219843.1123,27024310363506.08,0.0,0.90552176101261,1.0,240982.89,25.250172199914232,0,0,0.0,0.22421876148658046,0.010964912280701754,0.34998563612188044,0.0848379953489175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,56,93,95,63,111,194,93,103,110,0.199341,0.100001,0.105318,0.100072,0.1,0.124305,0.142449,0.1,0.100029,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,34,23925135616674.35,2333890684616.585,26259026301290.938,2.7755575615628914e-15,0.9043742499052067,1.0,240982.89,33.58988990006037,34,0,8.881784197001252e-16,0.21224113326110555,0.010964912280701754,0.3497201256632358,0.09301681100105746,2.3314683517128287e-15,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,66,112,95,63,70,159,111,112,118,0.187594,0.1,0.178568,0.199399,0.1,0.100808,0.152046,0.100554,0.146493,0.100878
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,35,23472371363521.836,1720988838541.0571,25193360202062.89,0.0,0.9028101133574137,1.0,240982.89,26.24922030000016,0,0,0.0,0.2270065223428678,0.010964912280701754,0.3496772671665334,0.07997207090389824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,62,92,97,60,95,174,97,120,109,0.102965,0.100007,0.140855,0.10977,0.1,0.138321,0.117136,0.100066,0.10795,0.100025
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,36,23269000425809.965,1289524807998.8809,24558525233808.848,4.440892098500626e-16,0.9027386153510832,1.0,239077.1454166667,23.024608899839222,34,2,4.440892098500626e-16,0.23042185422264191,0.010964912280701754,0.3491860128750356,0.07882609775756268,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,64,115,81,60,93,176,112,114,98,0.125498,0.1,0.106576,0.225006,0.1,0.106945,0.229795,0.100001,0.10016,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,37,23519914609583.043,1835187929201.3232,25355102538784.363,0.0,0.9030277008531671,1.0,240982.1135773599,23.877291499869898,0,0,0.0,0.23060975538967035,0.010964912280701754,0.34946162068046105,0.07778499785699332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,66,97,85,57,101,187,98,118,97,0.100078,0.1,0.106158,0.101854,0.1,0.126115,0.101301,0.1,0.116709,0.100002
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,38,23527622267894.305,1333562723982.0632,24861184991876.37,0.0,0.9030150971341042,1.0,240982.87451954777,25.252766699995846,0,0,0.0,0.2133223347565397,0.010964912280701754,0.34860357345155374,0.08854786610669163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,73,121,91,68,80,160,112,117,111,0.100775,0.1,0.211127,0.102944,0.1,0.116263,0.128308,0.116834,0.1,0.16809
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,39,23625154645503.492,2380054331233.5693,26005208976737.06,4.440892098500626e-16,0.9034201058221261,1.0,240982.89,22.56101609999314,34,2,4.440892098500626e-16,0.20086372005599867,0.010964912280701754,0.3497075605695462,0.1022468052452153,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,52,118,98,63,103,174,101,101,124,0.232093,0.100001,0.137616,0.100091,0.1,0.100027,0.172707,0.11677,0.100001,0.109238
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,40,24754898196946.332,3873883360706.294,28628781557652.625,0.0,0.9076340616273845,1.0,240982.61607792962,23.799766100011766,0,0,0.0,0.20933681201560242,0.010964912280701754,0.3497829437262878,0.0927456739518992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,74,91,93,66,94,158,101,128,113,0.116688,0.1,0.109399,0.100033,0.1,0.100108,0.10396,0.100001,0.100001,0.11252
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,41,24168746655386.508,2128543976840.534,26297290632227.04,1.3322676295501878e-15,0.9053353555547874,1.0,240981.23694550825,25.80354079999961,32,0,8.881784197001252e-16,0.22348664995423306,0.010964912280701754,0.3494482281514718,0.08596455892578324,1.3322676295501878e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,65,110,82,63,95,176,102,111,111,0.105405,0.1,0.113415,0.11635,0.1,0.104822,0.123702,0.100002,0.1,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,42,23886765000003.617,2635402045665.5576,26522167045669.17,0.0,0.9043834296624934,1.0,240982.89,24.46327790012583,0,0,0.0,0.22658063984274843,0.010964912280701754,0.34980800350111063,0.08445737291223879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,72,129,77,46,101,180,111,109,100,0.128131,0.1,0.167882,0.103789,0.100002,0.106062,0.151225,0.100669,0.100125,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,43,23847332073604.848,2783090891726.456,26630422965331.305,0.0,0.9043827210432265,1.0,240319.88293950522,24.87113959994167,0,0,0.0,0.22132542137975672,0.010964912280701754,0.3497344399142166,0.08165068610605798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,59,106,96,54,94,181,111,127,81,0.193822,0.1,0.100731,0.14126,0.1,0.10415,0.215551,0.1,0.100237,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,44,26610787919540.668,4948319551052.034,31559107470592.703,0.0017236838743173166,0.9142669492751343,0.9999999992845807,238302.36031821356,63.864040799904615,28,1,0.001010253376136916,0.17856856245073746,0.010964912280701754,0.34944528941034064,0.10686626554996972,0.0,0.0017236838743173166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,77,98,90,86,75,137,109,130,124,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,45,23425336112311.344,1653616461854.9512,25078952574166.297,0.0,0.9032575709402112,1.0,239366.05741666665,25.19337200000882,0,0,0.0,0.22973887946254534,0.010964912280701754,0.34963163315282403,0.08049325879046669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,57,117,101,61,70,197,98,114,91,0.122967,0.1,0.234164,0.101271,0.1,0.10751,0.245693,0.1,0.100891,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,46,23531550604714.63,2106989520434.014,25638540125148.64,0.0,0.9036689451793742,1.0,239385.7974166667,29.87817079992965,0,0,0.0,0.21888703956585284,0.010964912280701754,0.3493783549875912,0.08495631468502361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,70,100,79,63,93,205,97,108,90,0.203011,0.1,0.250499,0.100913,0.1,0.279479,0.224052,0.1,0.102781,0.107039
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,47,23341268302541.832,1307168075950.1465,24648436378491.977,4.440892098500626e-16,0.9028192828952224,1.0,239647.3326884526,25.073353700106964,34,2,4.440892098500626e-16,0.2263853511541871,0.010964912280701754,0.34989554595435923,0.07838340638129547,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,42,91,98,53,84,216,89,101,94,0.16748,0.100007,0.159986,0.156479,0.1,0.121947,0.142202,0.100001,0.107853,0.100002
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,48,23576221138277.625,2075704916587.6401,25651926054865.266,0.0,0.9040890357098295,1.0,239077.14541666667,30.8979440999683,0,0,0.0,0.21935861970253673,0.010964912280701754,0.3483505331155934,0.08082685779036995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,61,103,79,68,94,192,111,102,95,0.100268,0.100157,0.10957,0.115845,0.1,0.100044,0.114152,0.1,0.100002,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,49,23679996372386.438,1511066664337.0654,25191063036723.504,0.0,0.9034100913495997,1.0,240982.89,39.35543969995342,0,0,0.0,0.21726380022986144,0.010964912280701754,0.349745762424971,0.08474882266301821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,63,120,84,54,77,194,100,108,98,0.100051,0.1,0.101416,0.101105,0.1,0.100351,0.100032,0.100089,0.100038,0.1
ALNS-PRS,ALNS-PRS | geometric | standard SA,False,True,geometric,False,0.99,12,30,True,30,0.09,0.05,0.35,50,25329850779200.13,3190164037231.6978,28520014816431.824,4.440892098500626e-16,0.9101704390590746,1.0,240088.72708597354,34.79368649981916,34,2,4.440892098500626e-16,0.20491798058950916,0.010964912280701754,0.3497249666785586,0.096692241595732,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,69,97,98,71,83,142,100,132,126,0.152735,0.1,0.100038,0.100382,0.1,0.1,0.109386,0.100003,0.100012,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,1,23548417128999.113,2435498701399.1465,25983915830398.258,0.0,0.9030547253889046,1.0,240982.89,11.131363300140947,0,0,0.0,0.22567161093640448,0.010964912280701754,0.3492746967093156,0.0821444566439402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,63,101,110,54,83,182,107,106,105,0.225426,0.1,0.213305,0.169023,0.1,0.117159,0.25535,0.1,0.103754,0.102998
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,2,24642189021170.61,2826034619120.036,27468223640290.65,0.0,0.9071490099654377,1.0,240982.89,15.77121189981699,0,0,0.0,0.20899898070710174,0.010964912280701754,0.3494094718811675,0.08802659617476445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,56,100,84,69,100,165,116,92,127,0.107175,0.100001,0.107372,0.100056,0.1,0.100001,0.107766,0.100282,0.101584,0.100278
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,3,23454779405784.84,1474727795288.037,24929507201072.875,0.0,0.9029473329499298,1.0,240376.986875,10.986007299972698,0,0,0.0,0.22885452943586113,0.010964912280701754,0.34982037856330356,0.07994150185042834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,61,80,87,61,78,195,86,129,90,0.263343,0.1,0.105359,0.141619,0.1,0.100928,0.174285,0.100089,0.105316,0.102821
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,4,24582781108543.77,2650946867108.725,27233727975652.496,0.0,0.9067956607595583,1.0,240669.59778779486,12.368113700067624,0,0,0.0,0.21535549207123725,0.010964912280701754,0.3493334270254548,0.09254638858359855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,62,103,96,63,92,143,112,130,115,0.100566,0.1,0.327267,0.110366,0.1,0.105683,0.100062,0.103865,0.10076,0.399482
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,5,24740911519881.348,3860216060528.658,28601127580410.008,369.9274695519999,0.9073577347833242,0.9998464606828322,240959.05,17.671061100205407,9,9,365.02710967472103,0.1960508914792966,0.010964912280701754,0.3493743433566627,0.10170470198759102,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,5.684341886080802e-14,0.0,0.0,365.02710967472103,0.0,4.900359877278788,92,68,128,78,52,82,141,140,109,110,0.637888,0.1,0.180566,0.101305,0.1,0.171196,0.645166,0.100019,0.1,0.171247
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,6,24395988415767.285,3289285414069.0693,27685273829836.355,0.0,0.9067376353238198,1.0,239799.614966242,11.900298099964857,0,0,0.0,0.2170322076100062,0.010964912280701754,0.34629097673104886,0.08816281017561073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,55,102,77,63,99,178,114,104,104,0.103545,0.1,0.148365,0.100243,0.1,0.123513,0.117658,0.128125,0.1,0.137501
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,7,23531531028174.34,1373106904402.0684,24904637932576.406,0.0,0.9028879574573448,1.0,240982.89,10.072476400062442,0,0,0.0,0.2310258886362387,0.010964912280701754,0.34981175109596313,0.07796685502492724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,65,103,80,59,92,201,84,111,104,0.154365,0.1,0.116424,0.101673,0.1,0.100069,0.155088,0.1,0.100015,0.100038
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,8,24002323298814.953,2230911586826.4106,26233234885641.363,0.0,0.90499581257806,1.0,240966.34,9.872000399976969,0,0,0.0,0.21460172148587572,0.010964912280701754,0.349515394216255,0.08601753450802882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,61,116,90,74,77,168,126,108,98,0.141058,0.1,0.166591,0.110257,0.1,0.137812,0.188878,0.102458,0.1375,0.124942
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,9,24232224780538.074,5090893767483.192,29323118548021.266,0.0,0.9062970451652211,1.0,239616.73019948535,12.3315933002159,0,0,0.0,0.19886071649328566,0.010964912280701754,0.3498499715762432,0.10114047702038911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,68,120,82,78,78,134,139,121,106,0.11285,0.1,0.106251,0.113893,0.1,0.102828,0.115859,0.100004,0.100668,0.1
ALNS,ALNS only | geometric | standard SA,False,False,geometric,False,0.99,12,30,,,,,,10,23459475033670.63,2062397986983.2705,25521873020653.9,0.0,0.9028672991303277,1.0,240689.279375,11.34426309983246,0,0,0.0,0.22928729505853634,0.010964912280701754,0.34990752234986144,0.08224472514129216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,72,88,74,63,89,167,123,100,110,0.106326,0.1,0.109408,0.107135,0.1,0.100056,0.10459,0.1,0.1,0.1
